,County,Basin,GOM,DrillFor,Location,State/Province,Trajectory,Year,Month,US_PublishDate,Rig Count Value
UNITED STATES,VIGO,Other,No,Gas,Land,INDIANA,Vertical,2020,1,10-01-2020,1
UNITED STATES,LAFOURCHE,Other,No,Oil,Land,LOUISIANA,Directional,2020,1,10-01-2020,1
UNITED STATES,VERMILION,Other,No,Oil,Land,LOUISIANA,Directional,2020,1,10-01-2020,1
UNITED STATES,JEFFERSON DAVIS,Other,No,Gas,Land,LOUISIANA,Vertical,2020,1,10-01-2020,1
UNITED STATES,WASHOE,Other,No,Miscellaneous,Land,NEVADA,Vertical,2020,1,10-01-2020,1
UNITED STATES,OKFUSKEE,Other,No,Gas,Land,OKLAHOMA,Horizontal,2020,1,10-01-2020,1
UNITED STATES,ELLIS,Other,No,Oil,Land,OKLAHOMA,Horizontal,2020,1,10-01-2020,4
UNITED STATES,GARVIN,Other,No,Oil,Land,OKLAHOMA,Horizontal,2020,1,10-01-2020,2
UNITED STATES,KINGFISHER,Other,No,Oil,Land,OKLAHOMA,Horizontal,2020,1,10-01-2020,5
UNITED STATES,LOVE,Other,No,Oil,Land,OKLAHOMA,Horizontal,2020,1,10-01-2020,1
UNITED STATES,MAJOR,Other,No,Oil,Land,OKLAHOMA,Horizontal,2020,1,10-01-2020,1
UNITED STATES,MCCLAIN,Other,No,Oil,Land,OKLAHOMA,Horizontal,2020,1,10-01-2020,4
UNITED STATES,OKLAHOMA,Other,No,Oil,Land,OKLAHOMA,Horizontal,2020,1,10-01-2020,1
UNITED STATES,STEPHENS,Other,No,Oil,Land,OKLAHOMA,Horizontal,2020,1,10-01-2020,4
UNITED STATES,MCCLAIN,Other,No,Oil,Land,OKLAHOMA,Vertical,2020,1,10-01-2020,1
UNITED STATES,KENEDY,Other,No,Gas,Land,TEXAS,Directional,2020,1,10-01-2020,1
UNITED STATES,MATAGORDA,Other,No,Oil,Land,TEXAS,Directional,2020,1,10-01-2020,1
UNITED STATES,LEON,Other,No,Gas,Land,TEXAS,Horizontal,2020,1,10-01-2020,1
UNITED STATES,BRAZOS,Other,No,Oil,Land,TEXAS,Horizontal,2020,1,10-01-2020,3
UNITED STATES,BURLESON,Other,No,Oil,Land,TEXAS,Horizontal,2020,1,10-01-2020,4
UNITED STATES,FAYETTE,Other,No,Oil,Land,TEXAS,Horizontal,2020,1,10-01-2020,1
UNITED STATES,LEE,Other,No,Oil,Land,TEXAS,Horizontal,2020,1,10-01-2020,2
UNITED STATES,WASHINGTON,Other,No,Oil,Land,TEXAS,Horizontal,2020,1,10-01-2020,1
UNITED STATES,WOOD,Other,No,Oil,Land,TEXAS,Horizontal,2020,1,10-01-2020,1
UNITED STATES,ANGELINA,Other,No,Gas,Land,TEXAS,Vertical,2020,1,10-01-2020,1
UNITED STATES,CHAMBERS,Other,No,Gas,Land,TEXAS,Vertical,2020,1,10-01-2020,1
UNITED STATES,HANSFORD,Other,No,Oil,Land,TEXAS,Vertical,2020,1,10-01-2020,1
UNITED STATES,UINTAH,Other,No,Oil,Land,UTAH,Directional,2020,1,10-01-2020,1
UNITED STATES,DUCHESNE,Other,No,Oil,Land,UTAH,Horizontal,2020,1,10-01-2020,3
UNITED STATES,SUBLETTE,Other,No,Gas,Land,WYOMING,Directional,2020,1,10-01-2020,3
UNITED STATES,SUBLETTE,Other,No,Gas,Land,WYOMING,Horizontal,2020,1,10-01-2020,1
UNITED STATES,SWEETWATER,Other,No,Gas,Land,WYOMING,Horizontal,2020,1,10-01-2020,1
UNITED STATES,CAMPBELL,Other,No,Oil,Land,WYOMING,Horizontal,2020,1,10-01-2020,5
UNITED STATES,CONVERSE,Other,No,Oil,Land,WYOMING,Horizontal,2020,1,10-01-2020,12
UNITED STATES,CONVERSE,Other,No,Oil,Land,WYOMING,Vertical,2020,1,10-01-2020,1
UNITED STATES,MISSISSIPPI CANYON,Other,Yes,Gas,Offshore,LOUISIANA,Directional,2020,1,10-01-2020,1
UNITED STATES,EWING BANK,Other,Yes,Oil,Offshore,LOUISIANA,Directional,2020,1,10-01-2020,3
UNITED STATES,GREEN CANYON,Other,Yes,Oil,Offshore,LOUISIANA,Directional,2020,1,10-01-2020,6
UNITED STATES,MISSISSIPPI CANYON,Other,Yes,Oil,Offshore,LOUISIANA,Directional,2020,1,10-01-2020,6
UNITED STATES,SOUTH TIMBALIER,Other,Yes,Oil,Offshore,LOUISIANA,Directional,2020,1,10-01-2020,2
UNITED STATES,WALKER RIDGE,Other,Yes,Oil,Offshore,LOUISIANA,Directional,2020,1,10-01-2020,1
UNITED STATES,MISSISSIPPI CANYON,Other,Yes,Oil,Offshore,LOUISIANA,Vertical,2020,1,10-01-2020,1
UNITED STATES,BRAZOS,Other,Yes,Oil,Offshore,TEXAS,Horizontal,2020,1,10-01-2020,1
UNITED STATES,EDDY,Permian,No,Oil,Land,NEW MEXICO,Horizontal,2020,1,10-01-2020,49
UNITED STATES,LEA,Permian,No,Oil,Land,NEW MEXICO,Horizontal,2020,1,10-01-2020,49
UNITED STATES,EDDY,Permian,No,Oil,Land,NEW MEXICO,Vertical,2020,1,10-01-2020,3
UNITED STATES,LEA,Permian,No,Oil,Land,NEW MEXICO,Vertical,2020,1,10-01-2020,1
UNITED STATES,GAINES,Permian,No,Oil,Land,TEXAS,Directional,2020,1,10-01-2020,1
UNITED STATES,LOVING,Permian,No,Oil,Land,TEXAS,Directional,2020,1,10-01-2020,1
UNITED STATES,YOAKUM,Permian,No,Oil,Land,TEXAS,Directional,2020,1,10-01-2020,1
UNITED STATES,ANDREWS,Permian,No,Oil,Land,TEXAS,Horizontal,2020,1,10-01-2020,10
UNITED STATES,CULBERSON,Permian,No,Oil,Land,TEXAS,Horizontal,2020,1,10-01-2020,12
UNITED STATES,ECTOR,Permian,No,Oil,Land,TEXAS,Horizontal,2020,1,10-01-2020,2
UNITED STATES,FISHER,Permian,No,Oil,Land,TEXAS,Horizontal,2020,1,10-01-2020,1
UNITED STATES,GLASSCOCK,Permian,No,Oil,Land,TEXAS,Horizontal,2020,1,10-01-2020,3
UNITED STATES,HOWARD,Permian,No,Oil,Land,TEXAS,Horizontal,2020,1,10-01-2020,26
UNITED STATES,IRION,Permian,No,Oil,Land,TEXAS,Horizontal,2020,1,10-01-2020,2
UNITED STATES,LOVING,Permian,No,Oil,Land,TEXAS,Horizontal,2020,1,10-01-2020,35
UNITED STATES,MARTIN,Permian,No,Oil,Land,TEXAS,Horizontal,2020,1,10-01-2020,31
UNITED STATES,MIDLAND,Permian,No,Oil,Land,TEXAS,Horizontal,2020,1,10-01-2020,44
UNITED STATES,PECOS,Permian,No,Oil,Land,TEXAS,Horizontal,2020,1,10-01-2020,16
UNITED STATES,REAGAN,Permian,No,Oil,Land,TEXAS,Horizontal,2020,1,10-01-2020,11
UNITED STATES,REEVES,Permian,No,Oil,Land,TEXAS,Horizontal,2020,1,10-01-2020,41
UNITED STATES,UPTON,Permian,No,Oil,Land,TEXAS,Horizontal,2020,1,10-01-2020,16
UNITED STATES,WARD,Permian,No,Oil,Land,TEXAS,Horizontal,2020,1,10-01-2020,20
UNITED STATES,WINKLER,Permian,No,Oil,Land,TEXAS,Horizontal,2020,1,10-01-2020,2
UNITED STATES,YOAKUM,Permian,No,Oil,Land,TEXAS,Horizontal,2020,1,10-01-2020,3
UNITED STATES,ANDREWS,Permian,No,Oil,Land,TEXAS,Vertical,2020,1,10-01-2020,1
UNITED STATES,CRANE,Permian,No,Oil,Land,TEXAS,Vertical,2020,1,10-01-2020,1
UNITED STATES,DAWSON,Permian,No,Oil,Land,TEXAS,Vertical,2020,1,10-01-2020,1
UNITED STATES,ECTOR,Permian,No,Oil,Land,TEXAS,Vertical,2020,1,10-01-2020,1
UNITED STATES,FISHER,Permian,No,Oil,Land,TEXAS,Vertical,2020,1,10-01-2020,1
UNITED STATES,GLASSCOCK,Permian,No,Oil,Land,TEXAS,Vertical,2020,1,10-01-2020,1
UNITED STATES,HUDSPETH,Permian,No,Oil,Land,TEXAS,Vertical,2020,1,10-01-2020,1
UNITED STATES,MARTIN,Permian,No,Oil,Land,TEXAS,Vertical,2020,1,10-01-2020,2
UNITED STATES,MIDLAND,Permian,No,Oil,Land,TEXAS,Vertical,2020,1,10-01-2020,2
UNITED STATES,PECOS,Permian,No,Oil,Land,TEXAS,Vertical,2020,1,10-01-2020,1
UNITED STATES,REEVES,Permian,No,Oil,Land,TEXAS,Vertical,2020,1,10-01-2020,3
UNITED STATES,SCURRY,Permian,No,Oil,Land,TEXAS,Vertical,2020,1,10-01-2020,1
UNITED STATES,WINKLER,Permian,No,Oil,Land,TEXAS,Vertical,2020,1,10-01-2020,1
UNITED STATES,BELMONT,Utica,No,Gas,Land,OHIO,Horizontal,2020,1,10-01-2020,4
UNITED STATES,GUERNSEY,Utica,No,Gas,Land,OHIO,Horizontal,2020,1,10-01-2020,1
UNITED STATES,JEFFERSON,Utica,No,Gas,Land,OHIO,Horizontal,2020,1,10-01-2020,3
UNITED STATES,MONROE,Utica,No,Gas,Land,OHIO,Horizontal,2020,1,10-01-2020,2
UNITED STATES,DANIELS,Williston,No,Oil,Land,MONTANA,Horizontal,2020,1,10-01-2020,1
UNITED STATES,RICHLAND,Williston,No,Oil,Land,MONTANA,Horizontal,2020,1,10-01-2020,1
UNITED STATES,DUNN,Williston,No,Oil,Land,NORTH DAKOTA,Horizontal,2020,1,10-01-2020,13
UNITED STATES,MCKENZIE,Williston,No,Oil,Land,NORTH DAKOTA,Horizontal,2020,1,10-01-2020,19
UNITED STATES,MOUNTRAIL,Williston,No,Oil,Land,NORTH DAKOTA,Horizontal,2020,1,10-01-2020,9
UNITED STATES,WILLIAMS,Williston,No,Oil,Land,NORTH DAKOTA,Horizontal,2020,1,10-01-2020,8
UNITED STATES,CARTER,Ardmore Woodford,No,Oil,Land,OKLAHOMA,Horizontal,2020,1,17-01-2020,3
UNITED STATES,HUGHES,Arkoma Woodford,No,Gas,Land,OKLAHOMA,Horizontal,2020,1,17-01-2020,1
UNITED STATES,PITTSBURG,Arkoma Woodford,No,Gas,Land,OKLAHOMA,Horizontal,2020,1,17-01-2020,1
UNITED STATES,DENTON,Barnett,No,Gas,Land,TEXAS,Horizontal,2020,1,17-01-2020,1
UNITED STATES,BLAINE,Cana Woodford,No,Oil,Land,OKLAHOMA,Horizontal,2020,1,17-01-2020,3
UNITED STATES,CANADIAN,Cana Woodford,No,Oil,Land,OKLAHOMA,Horizontal,2020,1,17-01-2020,8
UNITED STATES,GRADY,Cana Woodford,No,Oil,Land,OKLAHOMA,Horizontal,2020,1,17-01-2020,10
UNITED STATES,ADAMS,DJ-Niobrara,No,Oil,Land,COLORADO,Horizontal,2020,1,17-01-2020,1
UNITED STATES,Broomfield,DJ-Niobrara,No,Oil,Land,COLORADO,Horizontal,2020,1,17-01-2020,1
UNITED STATES,LARIMER,DJ-Niobrara,No,Oil,Land,COLORADO,Horizontal,2020,1,17-01-2020,1
UNITED STATES,WELD,DJ-Niobrara,No,Oil,Land,COLORADO,Horizontal,2020,1,17-01-2020,15
UNITED STATES,LARAMIE,DJ-Niobrara,No,Oil,Land,WYOMING,Horizontal,2020,1,17-01-2020,1
UNITED STATES,DIMMIT,Eagle Ford,No,Oil,Land,TEXAS,Directional,2020,1,17-01-2020,1
UNITED STATES,WEBB,Eagle Ford,No,Gas,Land,TEXAS,Horizontal,2020,1,17-01-2020,3
UNITED STATES,ATASCOSA,Eagle Ford,No,Oil,Land,TEXAS,Horizontal,2020,1,17-01-2020,3
UNITED STATES,DE WITT,Eagle Ford,No,Oil,Land,TEXAS,Horizontal,2020,1,17-01-2020,9
UNITED STATES,DIMMIT,Eagle Ford,No,Oil,Land,TEXAS,Horizontal,2020,1,17-01-2020,7
UNITED STATES,GONZALES,Eagle Ford,No,Oil,Land,TEXAS,Horizontal,2020,1,17-01-2020,7
UNITED STATES,KARNES,Eagle Ford,No,Oil,Land,TEXAS,Horizontal,2020,1,17-01-2020,19
UNITED STATES,LA SALLE,Eagle Ford,No,Oil,Land,TEXAS,Horizontal,2020,1,17-01-2020,8
UNITED STATES,LIVE OAK,Eagle Ford,No,Oil,Land,TEXAS,Horizontal,2020,1,17-01-2020,3
UNITED STATES,MCMULLEN,Eagle Ford,No,Oil,Land,TEXAS,Horizontal,2020,1,17-01-2020,5
UNITED STATES,WILSON,Eagle Ford,No,Oil,Land,TEXAS,Horizontal,2020,1,17-01-2020,1
UNITED STATES,ZAVALA,Eagle Ford,No,Oil,Land,TEXAS,Horizontal,2020,1,17-01-2020,2
UNITED STATES,DE WITT,Eagle Ford,No,Oil,Land,TEXAS,Vertical,2020,1,17-01-2020,1
UNITED STATES,BIENVILLE,Haynesville,No,Gas,Land,LOUISIANA,Horizontal,2020,1,17-01-2020,2
UNITED STATES,BOSSIER,Haynesville,No,Gas,Land,LOUISIANA,Horizontal,2020,1,17-01-2020,3
UNITED STATES,CADDO,Haynesville,No,Gas,Land,LOUISIANA,Horizontal,2020,1,17-01-2020,6
UNITED STATES,DE SOTO,Haynesville,No,Gas,Land,LOUISIANA,Horizontal,2020,1,17-01-2020,10
UNITED STATES,NATCHITOCHES,Haynesville,No,Gas,Land,LOUISIANA,Horizontal,2020,1,17-01-2020,1
UNITED STATES,RED RIVER,Haynesville,No,Gas,Land,LOUISIANA,Horizontal,2020,1,17-01-2020,6
UNITED STATES,SABINE,Haynesville,No,Gas,Land,LOUISIANA,Horizontal,2020,1,17-01-2020,3
UNITED STATES,HARRISON,Haynesville,No,Gas,Land,TEXAS,Horizontal,2020,1,17-01-2020,4
UNITED STATES,NACOGDOCHES,Haynesville,No,Gas,Land,TEXAS,Horizontal,2020,1,17-01-2020,2
UNITED STATES,PANOLA,Haynesville,No,Gas,Land,TEXAS,Horizontal,2020,1,17-01-2020,5
UNITED STATES,RUSK,Haynesville,No,Gas,Land,TEXAS,Horizontal,2020,1,17-01-2020,1
UNITED STATES,SAN AUGUSTINE,Haynesville,No,Gas,Land,TEXAS,Horizontal,2020,1,17-01-2020,2
UNITED STATES,CAMERON,Marcellus,No,Gas,Land,PENNSYLVANIA,Directional,2020,1,17-01-2020,1
UNITED STATES,MCKEAN,Marcellus,No,Gas,Land,PENNSYLVANIA,Directional,2020,1,17-01-2020,1
UNITED STATES,ALLEGHENY,Marcellus,No,Gas,Land,PENNSYLVANIA,Horizontal,2020,1,17-01-2020,1
UNITED STATES,BRADFORD,Marcellus,No,Gas,Land,PENNSYLVANIA,Horizontal,2020,1,17-01-2020,3
UNITED STATES,BUTLER,Marcellus,No,Gas,Land,PENNSYLVANIA,Horizontal,2020,1,17-01-2020,1
UNITED STATES,GREENE,Marcellus,No,Gas,Land,PENNSYLVANIA,Horizontal,2020,1,17-01-2020,2
UNITED STATES,LYCOMING,Marcellus,No,Gas,Land,PENNSYLVANIA,Horizontal,2020,1,17-01-2020,2
UNITED STATES,SULLIVAN,Marcellus,No,Gas,Land,PENNSYLVANIA,Horizontal,2020,1,17-01-2020,1
UNITED STATES,SUSQUEHANNA,Marcellus,No,Gas,Land,PENNSYLVANIA,Horizontal,2020,1,17-01-2020,5
UNITED STATES,TIOGA,Marcellus,No,Gas,Land,PENNSYLVANIA,Horizontal,2020,1,17-01-2020,1
UNITED STATES,WASHINGTON,Marcellus,No,Gas,Land,PENNSYLVANIA,Horizontal,2020,1,17-01-2020,6
UNITED STATES,LYCOMING,Marcellus,No,Gas,Land,PENNSYLVANIA,Vertical,2020,1,17-01-2020,1
UNITED STATES,DODDRIDGE,Marcellus,No,Gas,Land,WEST VIRGINIA,Horizontal,2020,1,17-01-2020,1
UNITED STATES,HARRISON,Marcellus,No,Gas,Land,WEST VIRGINIA,Horizontal,2020,1,17-01-2020,2
UNITED STATES,MARION,Marcellus,No,Gas,Land,WEST VIRGINIA,Horizontal,2020,1,17-01-2020,1
UNITED STATES,MARSHALL,Marcellus,No,Gas,Land,WEST VIRGINIA,Horizontal,2020,1,17-01-2020,3
UNITED STATES,OHIO,Marcellus,No,Gas,Land,WEST VIRGINIA,Horizontal,2020,1,17-01-2020,2
UNITED STATES,TYLER,Marcellus,No,Gas,Land,WEST VIRGINIA,Horizontal,2020,1,17-01-2020,4
UNITED STATES,WETZEL,Marcellus,No,Gas,Land,WEST VIRGINIA,Horizontal,2020,1,17-01-2020,2
UNITED STATES,OHIO,Marcellus,No,Gas,Land,WEST VIRGINIA,Vertical,2020,1,17-01-2020,1
UNITED STATES,ALFALFA,Mississippian,No,Oil,Land,OKLAHOMA,Horizontal,2020,1,17-01-2020,1
UNITED STATES,WOODS,Mississippian,No,Oil,Land,OKLAHOMA,Horizontal,2020,1,17-01-2020,1
UNITED STATES,PLAQUEMINES,Other,No,Oil,Inland Waters,LOUISIANA,Vertical,2020,1,17-01-2020,1
UNITED STATES,NORTH SLOPE,Other,No,Oil,Land,ALASKA,Directional,2020,1,17-01-2020,2
UNITED STATES,NORTH SLOPE,Other,No,Oil,Land,ALASKA,Horizontal,2020,1,17-01-2020,8
UNITED STATES,KERN,Other,No,Oil,Land,CALIFORNIA,Directional,2020,1,17-01-2020,7
UNITED STATES,LOS ANGELES,Other,No,Oil,Land,CALIFORNIA,Directional,2020,1,17-01-2020,1
UNITED STATES,KERN,Other,No,Oil,Land,CALIFORNIA,Horizontal,2020,1,17-01-2020,2
UNITED STATES,LAKE,Other,No,Miscellaneous,Land,CALIFORNIA,Vertical,2020,1,17-01-2020,1
UNITED STATES,KERN,Other,No,Oil,Land,CALIFORNIA,Vertical,2020,1,17-01-2020,2
UNITED STATES,LOS ANGELES,Other,No,Oil,Land,CALIFORNIA,Vertical,2020,1,17-01-2020,1
UNITED STATES,GARFIELD,Other,No,Gas,Land,COLORADO,Directional,2020,1,17-01-2020,3
UNITED STATES,HAWAII,Other,No,Miscellaneous,Land,HAWAII,Vertical,2020,1,17-01-2020,1
UNITED STATES,KNOX,Other,No,Gas,Land,INDIANA,Vertical,2020,1,17-01-2020,1
UNITED STATES,VIGO,Other,No,Gas,Land,INDIANA,Vertical,2020,1,17-01-2020,1
UNITED STATES,CALCASIEU,Other,No,Gas,Land,LOUISIANA,Directional,2020,1,17-01-2020,1
UNITED STATES,JEFFERSON DAVIS,Other,No,Gas,Land,LOUISIANA,Directional,2020,1,17-01-2020,1
UNITED STATES,LAFOURCHE,Other,No,Oil,Land,LOUISIANA,Directional,2020,1,17-01-2020,1
UNITED STATES,WASHOE,Other,No,Miscellaneous,Land,NEVADA,Vertical,2020,1,17-01-2020,1
UNITED STATES,OKFUSKEE,Other,No,Gas,Land,OKLAHOMA,Horizontal,2020,1,17-01-2020,1
UNITED STATES,ELLIS,Other,No,Oil,Land,OKLAHOMA,Horizontal,2020,1,17-01-2020,4
UNITED STATES,GARVIN,Other,No,Oil,Land,OKLAHOMA,Horizontal,2020,1,17-01-2020,2
UNITED STATES,KINGFISHER,Other,No,Oil,Land,OKLAHOMA,Horizontal,2020,1,17-01-2020,5
UNITED STATES,LOVE,Other,No,Oil,Land,OKLAHOMA,Horizontal,2020,1,17-01-2020,2
UNITED STATES,MAJOR,Other,No,Oil,Land,OKLAHOMA,Horizontal,2020,1,17-01-2020,1
UNITED STATES,MCCLAIN,Other,No,Oil,Land,OKLAHOMA,Horizontal,2020,1,17-01-2020,3
UNITED STATES,OKLAHOMA,Other,No,Oil,Land,OKLAHOMA,Horizontal,2020,1,17-01-2020,1
UNITED STATES,STEPHENS,Other,No,Oil,Land,OKLAHOMA,Horizontal,2020,1,17-01-2020,4
UNITED STATES,MCCLAIN,Other,No,Oil,Land,OKLAHOMA,Vertical,2020,1,17-01-2020,2
UNITED STATES,KENEDY,Other,No,Gas,Land,TEXAS,Directional,2020,1,17-01-2020,1
UNITED STATES,MATAGORDA,Other,No,Oil,Land,TEXAS,Directional,2020,1,17-01-2020,1
UNITED STATES,LEON,Other,No,Gas,Land,TEXAS,Horizontal,2020,1,17-01-2020,1
UNITED STATES,BRAZOS,Other,No,Oil,Land,TEXAS,Horizontal,2020,1,17-01-2020,1
UNITED STATES,BURLESON,Other,No,Oil,Land,TEXAS,Horizontal,2020,1,17-01-2020,5
UNITED STATES,FAYETTE,Other,No,Oil,Land,TEXAS,Horizontal,2020,1,17-01-2020,1
UNITED STATES,LEE,Other,No,Oil,Land,TEXAS,Horizontal,2020,1,17-01-2020,2
UNITED STATES,MATAGORDA,Other,No,Oil,Land,TEXAS,Horizontal,2020,1,17-01-2020,1
UNITED STATES,WASHINGTON,Other,No,Oil,Land,TEXAS,Horizontal,2020,1,17-01-2020,1
UNITED STATES,WOOD,Other,No,Oil,Land,TEXAS,Horizontal,2020,1,17-01-2020,1
UNITED STATES,ANGELINA,Other,No,Gas,Land,TEXAS,Vertical,2020,1,17-01-2020,1
UNITED STATES,CHAMBERS,Other,No,Gas,Land,TEXAS,Vertical,2020,1,17-01-2020,1
UNITED STATES,GRAYSON,Other,No,Oil,Land,TEXAS,Vertical,2020,1,17-01-2020,1
UNITED STATES,DUCHESNE,Other,No,Oil,Land,UTAH,Horizontal,2020,1,17-01-2020,4
UNITED STATES,UINTAH,Other,No,Oil,Land,UTAH,Vertical,2020,1,17-01-2020,1
UNITED STATES,SUBLETTE,Other,No,Gas,Land,WYOMING,Directional,2020,1,17-01-2020,3
UNITED STATES,SUBLETTE,Other,No,Gas,Land,WYOMING,Horizontal,2020,1,17-01-2020,1
UNITED STATES,SWEETWATER,Other,No,Gas,Land,WYOMING,Horizontal,2020,1,17-01-2020,1
UNITED STATES,CAMPBELL,Other,No,Oil,Land,WYOMING,Horizontal,2020,1,17-01-2020,5
UNITED STATES,CONVERSE,Other,No,Oil,Land,WYOMING,Horizontal,2020,1,17-01-2020,13
UNITED STATES,CONVERSE,Other,No,Oil,Land,WYOMING,Vertical,2020,1,17-01-2020,1
UNITED STATES,MISSISSIPPI CANYON,Other,Yes,Gas,Offshore,LOUISIANA,Directional,2020,1,17-01-2020,1
UNITED STATES,EWING BANK,Other,Yes,Oil,Offshore,LOUISIANA,Directional,2020,1,17-01-2020,3
UNITED STATES,GREEN CANYON,Other,Yes,Oil,Offshore,LOUISIANA,Directional,2020,1,17-01-2020,6
UNITED STATES,MISSISSIPPI CANYON,Other,Yes,Oil,Offshore,LOUISIANA,Directional,2020,1,17-01-2020,5
UNITED STATES,SOUTH TIMBALIER,Other,Yes,Oil,Offshore,LOUISIANA,Directional,2020,1,17-01-2020,2
UNITED STATES,WALKER RIDGE,Other,Yes,Oil,Offshore,LOUISIANA,Directional,2020,1,17-01-2020,1
UNITED STATES,MISSISSIPPI CANYON,Other,Yes,Oil,Offshore,LOUISIANA,Vertical,2020,1,17-01-2020,1
UNITED STATES,BRAZOS,Other,Yes,Oil,Offshore,TEXAS,Horizontal,2020,1,17-01-2020,1
UNITED STATES,EDDY,Permian,No,Oil,Land,NEW MEXICO,Horizontal,2020,1,17-01-2020,51
UNITED STATES,LEA,Permian,No,Oil,Land,NEW MEXICO,Horizontal,2020,1,17-01-2020,49
UNITED STATES,EDDY,Permian,No,Oil,Land,NEW MEXICO,Vertical,2020,1,17-01-2020,4
UNITED STATES,LEA,Permian,No,Oil,Land,NEW MEXICO,Vertical,2020,1,17-01-2020,1
UNITED STATES,GAINES,Permian,No,Oil,Land,TEXAS,Directional,2020,1,17-01-2020,1
UNITED STATES,YOAKUM,Permian,No,Oil,Land,TEXAS,Directional,2020,1,17-01-2020,1
UNITED STATES,ANDREWS,Permian,No,Oil,Land,TEXAS,Horizontal,2020,1,17-01-2020,9
UNITED STATES,CULBERSON,Permian,No,Oil,Land,TEXAS,Horizontal,2020,1,17-01-2020,10
UNITED STATES,ECTOR,Permian,No,Oil,Land,TEXAS,Horizontal,2020,1,17-01-2020,2
UNITED STATES,FISHER,Permian,No,Oil,Land,TEXAS,Horizontal,2020,1,17-01-2020,1
UNITED STATES,GLASSCOCK,Permian,No,Oil,Land,TEXAS,Horizontal,2020,1,17-01-2020,4
UNITED STATES,HOWARD,Permian,No,Oil,Land,TEXAS,Horizontal,2020,1,17-01-2020,27
UNITED STATES,IRION,Permian,No,Oil,Land,TEXAS,Horizontal,2020,1,17-01-2020,1
UNITED STATES,LOVING,Permian,No,Oil,Land,TEXAS,Horizontal,2020,1,17-01-2020,34
UNITED STATES,MARTIN,Permian,No,Oil,Land,TEXAS,Horizontal,2020,1,17-01-2020,32
UNITED STATES,MIDLAND,Permian,No,Oil,Land,TEXAS,Horizontal,2020,1,17-01-2020,46
UNITED STATES,PECOS,Permian,No,Oil,Land,TEXAS,Horizontal,2020,1,17-01-2020,15
UNITED STATES,REAGAN,Permian,No,Oil,Land,TEXAS,Horizontal,2020,1,17-01-2020,13
UNITED STATES,REEVES,Permian,No,Oil,Land,TEXAS,Horizontal,2020,1,17-01-2020,43
UNITED STATES,UPTON,Permian,No,Oil,Land,TEXAS,Horizontal,2020,1,17-01-2020,15
UNITED STATES,WARD,Permian,No,Oil,Land,TEXAS,Horizontal,2020,1,17-01-2020,21
UNITED STATES,WINKLER,Permian,No,Oil,Land,TEXAS,Horizontal,2020,1,17-01-2020,2
UNITED STATES,YOAKUM,Permian,No,Oil,Land,TEXAS,Horizontal,2020,1,17-01-2020,3
UNITED STATES,ANDREWS,Permian,No,Oil,Land,TEXAS,Vertical,2020,1,17-01-2020,2
UNITED STATES,CRANE,Permian,No,Oil,Land,TEXAS,Vertical,2020,1,17-01-2020,1
UNITED STATES,CULBERSON,Permian,No,Oil,Land,TEXAS,Vertical,2020,1,17-01-2020,2
UNITED STATES,DAWSON,Permian,No,Oil,Land,TEXAS,Vertical,2020,1,17-01-2020,1
UNITED STATES,ECTOR,Permian,No,Oil,Land,TEXAS,Vertical,2020,1,17-01-2020,1
UNITED STATES,FISHER,Permian,No,Oil,Land,TEXAS,Vertical,2020,1,17-01-2020,1
UNITED STATES,GLASSCOCK,Permian,No,Oil,Land,TEXAS,Vertical,2020,1,17-01-2020,2
UNITED STATES,HUDSPETH,Permian,No,Oil,Land,TEXAS,Vertical,2020,1,17-01-2020,1
UNITED STATES,MARTIN,Permian,No,Oil,Land,TEXAS,Vertical,2020,1,17-01-2020,3
UNITED STATES,MIDLAND,Permian,No,Oil,Land,TEXAS,Vertical,2020,1,17-01-2020,1
UNITED STATES,REEVES,Permian,No,Oil,Land,TEXAS,Vertical,2020,1,17-01-2020,1
UNITED STATES,SCURRY,Permian,No,Oil,Land,TEXAS,Vertical,2020,1,17-01-2020,1
UNITED STATES,WINKLER,Permian,No,Oil,Land,TEXAS,Vertical,2020,1,17-01-2020,1
UNITED STATES,BELMONT,Utica,No,Gas,Land,OHIO,Horizontal,2020,1,17-01-2020,4
UNITED STATES,GUERNSEY,Utica,No,Gas,Land,OHIO,Horizontal,2020,1,17-01-2020,1
UNITED STATES,JEFFERSON,Utica,No,Gas,Land,OHIO,Horizontal,2020,1,17-01-2020,3
UNITED STATES,MONROE,Utica,No,Gas,Land,OHIO,Horizontal,2020,1,17-01-2020,2
UNITED STATES,RICHLAND,Williston,No,Oil,Land,MONTANA,Horizontal,2020,1,17-01-2020,1
UNITED STATES,DUNN,Williston,No,Oil,Land,NORTH DAKOTA,Horizontal,2020,1,17-01-2020,10
UNITED STATES,MCKENZIE,Williston,No,Oil,Land,NORTH DAKOTA,Horizontal,2020,1,17-01-2020,23
UNITED STATES,MOUNTRAIL,Williston,No,Oil,Land,NORTH DAKOTA,Horizontal,2020,1,17-01-2020,9
UNITED STATES,WILLIAMS,Williston,No,Oil,Land,NORTH DAKOTA,Horizontal,2020,1,17-01-2020,10
UNITED STATES,CARTER,Ardmore Woodford,No,Oil,Land,OKLAHOMA,Horizontal,2020,1,24-01-2020,3
UNITED STATES,HUGHES,Arkoma Woodford,No,Gas,Land,OKLAHOMA,Horizontal,2020,1,24-01-2020,1
